symbol,ensembl_id
GPR17,ENSG00000144230
GPR18,ENSG00000125245
GPR19,ENSG00000183150
GPR21,ENSG00000188394
GPR25,ENSG00000170128
GPR26,ENSG00000154478
GPR27,ENSG00000170837
GPR31,ENSG00000120436
GPR32,ENSG00000142511
GPR33,ENSG00000214943
GPR34,ENSG00000171659
GPR35,ENSG00000178623
GPR37,ENSG00000170775
GPR37L1,ENSG00000170075
GPR39,ENSG00000183840
GPR42,ENSG00000126251
GPR45,ENSG00000135973
GPR50,ENSG00000102195
GPR50-AS1,ENSG00000234696
GPR52,ENSG00000203737
GPR55,ENSG00000135898
GPR61,ENSG00000156097
GPR62,ENSG00000180929
GPR63,ENSG00000112218
GPR65,ENSG00000140030
GPR68,ENSG00000119714
GPR75,ENSG00000119737
GPR78,ENSG00000155269
GPR82,ENSG00000171657
GPR83,ENSG00000123901
GPR84,ENSG00000139572
GPR85,ENSG00000164604
GPR87,ENSG00000138271
GPR88,ENSG00000181656
GPR101,ENSG00000165370
GPR107,ENSG00000148358
GPR108,ENSG00000125734
GPR119,ENSG00000147262
GPR132,ENSG00000183484
GPR135,ENSG00000181619
GPR137,ENSG00000173264
GPR137B,ENSG00000077585
GPR137C,ENSG00000180998
GPR139,ENSG00000180269
GPR141,ENSG00000187037
GPR142,ENSG00000257008
GPR143,ENSG00000101850
GPR146,ENSG00000164849
GPR148,ENSG00000173302
GPR149,ENSG00000174948
GPR150,ENSG00000178015
GPR151,ENSG00000173250
GPR152,ENSG00000175514
GPR153,ENSG00000158292
GPR155,ENSG00000163328
GPR155-DT,ENSG00000226853
GPR156,ENSG00000175697
GPR157,ENSG00000180758
GPR158,ENSG00000151025
GPR158-AS1,ENSG00000233642
GPR160,ENSG00000173890
GPR161,ENSG00000143147
GPR162,ENSG00000250510
GPR171,ENSG00000174946
GPR173,ENSG00000184194
GPR174,ENSG00000147138
GPR176,ENSG00000166073
GPR176-DT,ENSG00000246863
GPR180,ENSG00000152749
GPR183,ENSG00000169508
GPRACR,ENSG00000196979
GPRASP1,ENSG00000198932
GPRASP2,ENSG00000158301
GPRASP3,ENSG00000198908
GPRC5A,ENSG00000013588
GPRC5B,ENSG00000167191
GPRC5D,ENSG00000111291
GPRC5D-AS1,ENSG00000247498
GPRC6A,ENSG00000173612
GPRIN1,ENSG00000169258
GPRIN2,ENSG00000204175
GPRIN3,ENSG00000185477
GPS1,ENSG00000169727
GPSM1,ENSG00000160360
GPSM2,ENSG00000121957
GPT,ENSG00000167701
GPT2,ENSG00000166123
GPX1,ENSG00000233276
GPX2,ENSG00000176153
GPX3,ENSG00000211445
GPX4,ENSG00000167468
GPX7,ENSG00000116157
GPX8,ENSG00000164294
GRAMD1A,ENSG00000089351
GRAMD1A-AS1,ENSG00000269303
GRAMD1B,ENSG00000023171
GRAMD1C,ENSG00000178075
GRAMD2A,ENSG00000175318
GRAMD2B,ENSG00000155324
GRAMD4,ENSG00000075240
GRAP,ENSG00000154016
GRAP2,ENSG00000100351
GRAPL,ENSG00000189152
GRASLND,ENSG00000228203
GRB2,ENSG00000177885
GRB7,ENSG00000141738
GRB10,ENSG00000106070
GRB14,ENSG00000115290
GREB1,ENSG00000196208
GREB1L,ENSG00000141449
GREB1L-DT,ENSG00000265984
GREM2,ENSG00000180875
GREP1,ENSG00000262152
GRHL1,ENSG00000134317
GRHL2,ENSG00000083307
GRHL3,ENSG00000158055
GRHL3-AS1,ENSG00000232298
GRHPR,ENSG00000137106
GRIA1,ENSG00000155511
GRIA2,ENSG00000120251
GRIA3,ENSG00000125675
GRIA4,ENSG00000152578
GRID1,ENSG00000182771
GRID1-AS1,ENSG00000234942
GRID2,ENSG00000152208
GRID2IP,ENSG00000215045
GRIFIN,ENSG00000275572
GRIK1,ENSG00000171189
GRIK1-AS1,ENSG00000174680
GRIK2,ENSG00000164418
GRIK3,ENSG00000163873
GRIK4,ENSG00000149403
GRIK5,ENSG00000105737
GRIN1,ENSG00000176884
GRIN2A,ENSG00000183454
GRIN2B,ENSG00000273079
GRIN2C,ENSG00000161509
GRIN2D,ENSG00000105464
GRIN3A,ENSG00000198785
GRIN3B,ENSG00000116032
GRINA,ENSG00000178719
GRIP1,ENSG00000155974
GRIP2,ENSG00000144596
GRK2,ENSG00000173020
GRK3,ENSG00000100077
GRK3-AS1,ENSG00000234884
GRK4,ENSG00000125388
GRK5,ENSG00000198873
GRK5-IT1,ENSG00000228485
GRK6,ENSG00000198055
GRK7,ENSG00000114124
GRM1,ENSG00000152822
GRM2,ENSG00000164082
GRM3,ENSG00000198822
GRM3-AS1,ENSG00000233073
GRM4,ENSG00000124493
GRM5,ENSG00000168959
GRM5-AS1,ENSG00000255082
GRM6,ENSG00000113262
GRM7,ENSG00000196277
GRM7-AS1,ENSG00000236202
GRM7-AS2,ENSG00000237665
GRM7-AS3,ENSG00000226258
GRM8,ENSG00000179603
GRM8-AS1,ENSG00000236340
GRN,ENSG00000030582
GRP,ENSG00000134443
GRPEL1,ENSG00000109519
GRPEL2,ENSG00000164284
GRPEL2-AS1,ENSG00000253618
GRPR,ENSG00000126010
GRSF1,ENSG00000132463
GRTP1,ENSG00000139835
GRTP1-AS1,ENSG00000225083
GRWD1,ENSG00000105447
GRXCR1,ENSG00000215203
GRXCR2,ENSG00000204928
G0S2,ENSG00000123689
GSAP,ENSG00000186088
GSC,ENSG00000133937
GSC2,ENSG00000063515
GSDMA,ENSG00000167914
GSDMB,ENSG00000073605
GSDME,ENSG00000105928
GSE1,ENSG00000131149
GSEC,ENSG00000280832
GSG1,ENSG00000111305
GSG1L,ENSG00000169181
GSG1L2,ENSG00000214978
GSK3A,ENSG00000105723
GSK3B,ENSG00000082701
GSK3B-DT,ENSG00000242622
GSKIP,ENSG00000100744
GSN,ENSG00000148180
GSN-AS1,ENSG00000235865
GSPT1,ENSG00000103342
GSPT2,ENSG00000189369
GSR,ENSG00000104687
GSS,ENSG00000100983
GSTA1,ENSG00000243955
GSTA2,ENSG00000244067
GSTA3,ENSG00000174156
GSTA4,ENSG00000170899
GSTA5,ENSG00000182793
GSTCD,ENSG00000138780
GSTCD-AS1,ENSG00000251175
GSTK1,ENSG00000197448
GSTM1,ENSG00000134184
GSTM2,ENSG00000213366
GSTM3,ENSG00000134202
GSTM4,ENSG00000168765
GSTM5,ENSG00000134201
GSTO1,ENSG00000148834
GSTO2,ENSG00000065621
GSTP1,ENSG00000084207
GSTT1,ENSG00000277656
GSTZ1,ENSG00000100577
GSX1,ENSG00000169840
GSX2,ENSG00000180613
GTF2A1,ENSG00000165417
GTF2A1L,ENSG00000242441
GTF2A2,ENSG00000140307
GTF2B,ENSG00000137947
GTF2E1,ENSG00000153767
GTF2E2,ENSG00000197265
GTF2F1,ENSG00000125651
GTF2F2,ENSG00000188342
GTF2H2C,ENSG00000183474
GTF2H2C_2,ENSG00000274675
GTF2H3,ENSG00000111358
GTF2H5,ENSG00000272047
GTF2I,ENSG00000263001
GTF2I-AS1,ENSG00000232729
GTF2IRD1,ENSG00000006704
GTF2IRD2,ENSG00000196275
GTF2IRD2B,ENSG00000174428
GTF3A,ENSG00000122034
GTF3C1,ENSG00000077235
GTF3C2,ENSG00000115207
GTF3C2-AS1,ENSG00000234945
GTF3C2-AS2,ENSG00000234072
GTF3C3,ENSG00000119041
GTF3C4,ENSG00000125484
GTF3C5,ENSG00000148308
GTF3C6,ENSG00000155115
GTPBP1,ENSG00000100226
GTPBP2,ENSG00000172432
GTPBP3,ENSG00000130299
GTPBP4,ENSG00000107937
GTPBP8,ENSG00000163607
GTPBP10,ENSG00000105793
GTSCR1,ENSG00000263417
GTSE1,ENSG00000075218
GTSE1-DT,ENSG00000277232
GTSF1,ENSG00000170627
GTSF1L,ENSG00000124196
GUCA1A,ENSG00000048545
GUCA1B,ENSG00000112599
GUCA1C,ENSG00000138472
GUCA2A,ENSG00000197273
GUCA2B,ENSG00000044012
GUCD1,ENSG00000138867
GUCY1A1,ENSG00000164116
GUCY1A2,ENSG00000152402
GUCY1B1,ENSG00000061918
GUCY2C,ENSG00000070019
GUCY2C-AS1,ENSG00000214772
GUCY2D,ENSG00000132518
GUCY2F,ENSG00000101890
GUF1,ENSG00000151806
GUK1,ENSG00000143774
GULP1,ENSG00000144366
GUSB,ENSG00000169919
GVQW3,ENSG00000179240
GXYLT1,ENSG00000151233
GXYLT2,ENSG00000172986
GYG1,ENSG00000163754
GYG2,ENSG00000056998
GYG2-AS1,ENSG00000235483
GYPA,ENSG00000170180
GYPB,ENSG00000250361
GYPC,ENSG00000136732
GYPE,ENSG00000197465
GYS1,ENSG00000104812
GYS2,ENSG00000111713
GZF1,ENSG00000125812
GZMA,ENSG00000145649
GZMB,ENSG00000100453
GZMH,ENSG00000100450
GZMK,ENSG00000113088
GZMM,ENSG00000197540
H1-0,ENSG00000189060
H1-1,ENSG00000124610
H1-2,ENSG00000187837
H1-3,ENSG00000124575
H1-4,ENSG00000168298
H1-5,ENSG00000184357
H1-6,ENSG00000187475
H1-7,ENSG00000187166
H1-8,ENSG00000178804
H1-10,ENSG00000184897
H1-10-AS1,ENSG00000206417
H2AB1,ENSG00000274183
H2AB2,ENSG00000277858
H2AB3,ENSG00000277745
H2AC1,ENSG00000164508
H2AC4,ENSG00000278463
H2AC6,ENSG00000180573
H2AC7,ENSG00000196866
H2AC8,ENSG00000277075
H2AC11,ENSG00000196787
H2AC12,ENSG00000274997
H2AC13,ENSG00000196747
H2AC14,ENSG00000276368
H2AC15,ENSG00000275221
H2AC16,ENSG00000276903
H2AC17,ENSG00000278677
H2AC18,ENSG00000288825
H2AC19,ENSG00000288859
H2AC20,ENSG00000184260
H2AC21,ENSG00000184270
H2AJ,ENSG00000246705
H2AL3,ENSG00000229674
H2AP,ENSG00000187516
H2AX,ENSG00000188486
H2AZ1,ENSG00000164032
H2AZ1-DT,ENSG00000245322
H2AZ2,ENSG00000105968
H2AZ2-DT,ENSG00000234183
H2BC1,ENSG00000146047
H2BC3,ENSG00000276410
H2BC4,ENSG00000180596
H2BC5,ENSG00000158373
H2BC6,ENSG00000274290
H2BC6-AS1,ENSG00000283064
H2BC7,ENSG00000277224
H2BC8,ENSG00000273802
H2BC9,ENSG00000275713
H2BC10,ENSG00000278588
H2BC11,ENSG00000124635
H2BC12,ENSG00000197903
H2BC12L,ENSG00000234289
H2BC13,ENSG00000185130
H2BC14,ENSG00000273703
H2BC15,ENSG00000233822
H2BC17,ENSG00000274641
H2BC18,ENSG00000203814
H2BC21,ENSG00000184678
H2BK1,ENSG00000285480
H2BW1,ENSG00000123569
H2BW2,ENSG00000101812
H3-3A,ENSG00000163041
H3-3A-DT,ENSG00000272562
H3-3B,ENSG00000132475
H3-5,ENSG00000188375
H3-7,ENSG00000273213
H3C1,ENSG00000275714
H3C2,ENSG00000286522
H3C3,ENSG00000287080
H3C4,ENSG00000197409
H3C6,ENSG00000274750
H3C7,ENSG00000277775
H3C8,ENSG00000273983
H3C10,ENSG00000278828
H3C11,ENSG00000275379
H3C12,ENSG00000197153
H3C13,ENSG00000183598
H3C14,ENSG00000203811
H3C15,ENSG00000203852
H3Y1,ENSG00000269466
H3Y2,ENSG00000268799
H4C1,ENSG00000278637
H4C2,ENSG00000278705
H4C3,ENSG00000197061
H4C4,ENSG00000277157
H4C5,ENSG00000276966
H4C6,ENSG00000274618
H4C7,ENSG00000275663
H4C8,ENSG00000158406
H4C9,ENSG00000276180
H4C11,ENSG00000197238
H4C12,ENSG00000273542
H4C13,ENSG00000275126
H4C14,ENSG00000270882
H4C15,ENSG00000270276
H4C16,ENSG00000197837
H6PD,ENSG00000049239
HAAO,ENSG00000162882
HABP2,ENSG00000148702
HABP4,ENSG00000130956
HACD1,ENSG00000165996
HACD2,ENSG00000206527
HACD3,ENSG00000074696
HACD4,ENSG00000188921
HACE1,ENSG00000085382
HACL1,ENSG00000131373
HADH,ENSG00000138796
HADHA,ENSG00000084754
HADHB,ENSG00000138029
HAGH,ENSG00000063854
HAGHL,ENSG00000103253
HAGLR,ENSG00000224189
HAGLROS,ENSG00000226363
HAL,ENSG00000084110
HAMP,ENSG00000105697
HAND1,ENSG00000113196
HAND2,ENSG00000164107
HAND2-AS1,ENSG00000237125
HAO1,ENSG00000101323
HAO2,ENSG00000116882
HAO2-IT1,ENSG00000230921
HAP1,ENSG00000173805
HAPLN1,ENSG00000145681
HAPLN3,ENSG00000140511
HAPLN4,ENSG00000187664
HAPSTR1,ENSG00000182831
HAR1A,ENSG00000225978
HAR1B,ENSG00000231133
HARBI1,ENSG00000180423
HARS1,ENSG00000170445
HARS2,ENSG00000112855
HAS1,ENSG00000105509
HAS2,ENSG00000170961
HAS2-AS1,ENSG00000248690
HAS3,ENSG00000103044
HASPIN,ENSG00000177602
HAUS1,ENSG00000152240
HAUS2,ENSG00000137814
HAUS3,ENSG00000214367
HAUS4,ENSG00000092036
HAUS5,ENSG00000249115
HAUS5-DT,ENSG00000267626
HAUS6,ENSG00000147874
HAUS7,ENSG00000213397
HAUS8,ENSG00000131351
HAVCR1,ENSG00000113249
HAVCR2,ENSG00000135077
HAX1,ENSG00000143575
HBA1,ENSG00000206172
HBA2,ENSG00000188536
HBB,ENSG00000244734
HBD,ENSG00000223609
HBE1,ENSG00000213931
HBEGF,ENSG00000113070
HBG1,ENSG00000213934
HBG2,ENSG00000196565
HBM,ENSG00000206177
HBQ1,ENSG00000086506
HBS1L,ENSG00000112339
HBZ,ENSG00000130656
HCAR1,ENSG00000196917
HCAR2,ENSG00000182782
HCAR3,ENSG00000255398
HCCAT5,ENSG00000260880
HCCS,ENSG00000004961
HCCS-DT,ENSG00000234129
HCFC1,ENSG00000172534
HCFC1-AS1,ENSG00000235802
HCFC1R1,ENSG00000103145
HCFC2,ENSG00000111727
HCG4,ENSG00000228706
HCG4,ENSG00000224564
HCG4,ENSG00000236225
HCG4,ENSG00000235317
HCG4,ENSG00000225346
HCG4,ENSG00000226379
HCG4,ENSG00000237905
HCG4,ENSG00000176998
HCG4B,ENSG00000231941
HCG4B,ENSG00000220391
HCG4B,ENSG00000227262
HCG4B,ENSG00000227956
HCG4B,ENSG00000231287
HCG4B,ENSG00000236033
HCG4B,ENSG00000226563
HCG15,ENSG00000224642
HCG15,ENSG00000227380
HCG15,ENSG00000235405
HCG15,ENSG00000227214
HCG15,ENSG00000225368
HCG15,ENSG00000233035
HCG15,ENSG00000237898
HCG21,ENSG00000223454
HCG21,ENSG00000228448
HCG21,ENSG00000230541
HCG21,ENSG00000235747
HCG21,ENSG00000233529
HCG24,ENSG00000230134
HCG24,ENSG00000230313
HCG24,ENSG00000233043
HCG24,ENSG00000237196
HCG24,ENSG00000238100
HCK,ENSG00000101336
HCLS1,ENSG00000180353
HCN1,ENSG00000164588
HCN2,ENSG00000099822
HCN4,ENSG00000138622
HCP5B,ENSG00000281831
HCRT,ENSG00000161610
HCRTR1,ENSG00000121764
HCRTR2,ENSG00000137252
HCST,ENSG00000126264
HDAC1,ENSG00000116478
HDAC2,ENSG00000196591
HDAC2-AS2,ENSG00000228624
HDAC3,ENSG00000171720
HDAC4,ENSG00000068024
HDAC4-AS1,ENSG00000222020
HDAC5,ENSG00000108840
HDAC6,ENSG00000094631
HDAC7,ENSG00000061273
HDAC8,ENSG00000147099
HDAC9,ENSG00000048052
HDAC9-AS1,ENSG00000226522
HDAC10,ENSG00000100429
HDAC11,ENSG00000163517
HDAC11-AS1,ENSG00000244502
HDC,ENSG00000140287
HDDC2,ENSG00000111906
HDDC3,ENSG00000184508
HDGF,ENSG00000143321
HDGFL1,ENSG00000112273
HDGFL2,ENSG00000167674
HDGFL3,ENSG00000166503
HDHD2,ENSG00000167220
HDHD3,ENSG00000119431
HDHD5,ENSG00000069998
HDHD5-AS1,ENSG00000185837
HDLBP,ENSG00000115677
HDX,ENSG00000165259
HEATR1,ENSG00000119285
HEATR3,ENSG00000155393
HEATR3-AS1,ENSG00000259843
HEATR4,ENSG00000187105
HEATR5A,ENSG00000129493
HEATR5A-DT,ENSG00000250365
HEATR5B,ENSG00000008869
HEATR6,ENSG00000068097
HEATR6-DT,ENSG00000267416
HEBP1,ENSG00000013583
HEBP2,ENSG00000051620
HECA,ENSG00000112406
HECTD1,ENSG00000092148
HECTD2,ENSG00000165338
HECTD2-AS1,ENSG00000289228
HECTD3,ENSG00000126107
HECTD4,ENSG00000173064
HECW1,ENSG00000002746
HECW1-IT1,ENSG00000181211
HECW2,ENSG00000138411
HECW2-AS1,ENSG00000229056
HEG1,ENSG00000173706
HEIH,ENSG00000278970
HELB,ENSG00000127311
HELLPAR,ENSG00000281344
HELLS,ENSG00000119969
HELQ,ENSG00000163312
HELT,ENSG00000187821
HELZ,ENSG00000198265
HELZ-AS1,ENSG00000266473
HELZ2,ENSG00000130589
HEMGN,ENSG00000136929
HEMK1,ENSG00000114735
HENMT1,ENSG00000162639
HEPACAM,ENSG00000165478
HEPACAM2,ENSG00000188175
HEPFAL,ENSG00000274225
HEPH,ENSG00000089472
HEPHL1,ENSG00000181333
HEPN1,ENSG00000221932
HERC1,ENSG00000103657
HERC4,ENSG00000148634
HERC5,ENSG00000138646
HERC6,ENSG00000138642
HERPUD1,ENSG00000051108
HERPUD2,ENSG00000122557
HERPUD2-AS1,ENSG00000271122
HES1,ENSG00000114315
HES2,ENSG00000069812
HES3,ENSG00000173673
HES4,ENSG00000188290
HES6,ENSG00000144485
HES7,ENSG00000179111
HESX1,ENSG00000163666
HEXA,ENSG00000213614
HEXA-AS1,ENSG00000260339
HEXB,ENSG00000049860
HEXD,ENSG00000169660
HEXD-IT1,ENSG00000279066
HEXIM1,ENSG00000186834
HEXIM2,ENSG00000168517
HEXIM2-AS1,ENSG00000224505
HEY1,ENSG00000164683
HEY2,ENSG00000135547
HEY2-AS1,ENSG00000237742
HEYL,ENSG00000163909
HFE,ENSG00000010704
HFM1,ENSG00000162669
HGD,ENSG00000113924
HGF,ENSG00000019991
HGFAC,ENSG00000109758
HGH1,ENSG00000235173
HGS,ENSG00000185359
HGSNAT,ENSG00000165102
HHATL,ENSG00000010282
HHATL-AS1,ENSG00000230970
HHEX,ENSG00000152804
HHIP,ENSG00000164161
HHIP-AS1,ENSG00000248890
HHIPL1,ENSG00000182218
HHIPL2,ENSG00000143512
HHLA1,ENSG00000132297
HHLA2,ENSG00000114455
HIBADH,ENSG00000106049
HIBCH,ENSG00000198130
HIC1,ENSG00000177374
HIC2,ENSG00000169635
HID1,ENSG00000167861
HID1-AS1,ENSG00000263586
HIF1A,ENSG00000100644
HIF1A-AS3,ENSG00000258667
HIF1AN,ENSG00000166135
HIF3A,ENSG00000124440
HIGD1A,ENSG00000181061
HIGD1B,ENSG00000131097
HIGD1C,ENSG00000214511
HIGD2A,ENSG00000146066
HIGD2B,ENSG00000175202
HIKESHI,ENSG00000149196
HILPDA,ENSG00000135245
HINFP,ENSG00000172273
HINT1,ENSG00000169567
HINT2,ENSG00000137133
HINT3,ENSG00000111911
HIP1,ENSG00000127946
HIP1R,ENSG00000130787
HIPK1,ENSG00000163349
HIPK1-AS1,ENSG00000235527
HIPK2,ENSG00000064393
HIPK3,ENSG00000110422
HIPK4,ENSG00000160396
HIRA,ENSG00000100084
HIRIP3,ENSG00000149929
HISLA,ENSG00000258867
HIVEP1,ENSG00000095951
HIVEP2,ENSG00000010818
HIVEP2-DT,ENSG00000232618
HIVEP3,ENSG00000127124
HJURP,ENSG00000123485
HJV,ENSG00000168509
HK1,ENSG00000156515
HK2,ENSG00000159399
HK2-DT,ENSG00000272711
HK3,ENSG00000160883
HKDC1,ENSG00000156510
HLA-DQB3,ENSG00000224793
HLA-DQB3,ENSG00000231596
HLA-DQB3,ENSG00000226030
HLA-DQB3,ENSG00000224197
HLA-DQB3,ENSG00000234510
HLA-DQB3,ENSG00000234968
HLA-DQB3,ENSG00000228684
HLA-DQB3,ENSG00000226343
HLA-DRB5,ENSG00000198502
HLCS,ENSG00000159267
HLCS-AS1,ENSG00000224790
HLCS-IT1,ENSG00000237646
HLF,ENSG00000108924
HLTF,ENSG00000071794
HLTF-AS1,ENSG00000239718
HLX,ENSG00000136630
HLX-AS1,ENSG00000257551
HM13,ENSG00000101294
HM13-AS1,ENSG00000230613
HM13-IT1,ENSG00000235313
HMBOX1,ENSG00000147421
HMBOX1-IT1,ENSG00000259196
HMBS,ENSG00000256269
HMCES,ENSG00000183624
HMCN1,ENSG00000143341
HMCN2,ENSG00000148357
HMG20A,ENSG00000140382
HMG20B,ENSG00000064961
HMGA1,ENSG00000137309
HMGA2,ENSG00000149948
HMGA2-AS1,ENSG00000197301
HMGB1,ENSG00000189403
HMGB2,ENSG00000164104
HMGB3,ENSG00000029993
HMGB4,ENSG00000176256
HMGCL,ENSG00000117305
HMGCLL1,ENSG00000146151
HMGCR,ENSG00000113161
HMGCS1,ENSG00000112972
HMGCS2,ENSG00000134240
HMGN1,ENSG00000205581
HMGN2,ENSG00000198830
HMGN3,ENSG00000118418
HMGN3-AS1,ENSG00000270362
HMGN5,ENSG00000198157
HMGXB3,ENSG00000113716
HMGXB4,ENSG00000100281
HMHB1,ENSG00000158497
HMMR,ENSG00000072571
HMMR-AS1,ENSG00000251018
HMOX1,ENSG00000100292
HMSD,ENSG00000221887
HMX2,ENSG00000188816
HMX3,ENSG00000188620
HNF1A,ENSG00000135100
HNF1A-AS1,ENSG00000241388
HNF4A,ENSG00000101076
HNF4A-AS1,ENSG00000229005
HNF4G,ENSG00000164749
HNMT,ENSG00000150540
HNRNPA0,ENSG00000177733
HNRNPA1,ENSG00000135486
HNRNPA1L2,ENSG00000139675
HNRNPA1L3,ENSG00000224578
HNRNPA2B1,ENSG00000122566
HNRNPA3,ENSG00000170144
HNRNPAB,ENSG00000197451
HNRNPC,ENSG00000092199
HNRNPD,ENSG00000138668
HNRNPD-DT,ENSG00000272677
HNRNPDL,ENSG00000152795
HNRNPF,ENSG00000169813
HNRNPH2,ENSG00000126945
HNRNPH3,ENSG00000096746
HNRNPK,ENSG00000165119
HNRNPK-AS1,ENSG00000235298
HNRNPLL,ENSG00000143889
HNRNPM,ENSG00000099783
HNRNPU,ENSG00000153187
HNRNPUL1,ENSG00000105323
HNRNPUL2,ENSG00000214753
HNRNPUL2-BSCL2,ENSG00000234857
HOATZ,ENSG00000183644
HOGA1,ENSG00000241935
HOMER1,ENSG00000152413
HOMER2,ENSG00000103942
HOMER3,ENSG00000051128
HOMER3-AS1,ENSG00000269019
HOMEZ,ENSG00000290292
HOOK1,ENSG00000134709
HOOK2,ENSG00000095066
HOOK3,ENSG00000168172
HOPX,ENSG00000171476
HORMAD1,ENSG00000143452
HORMAD2,ENSG00000176635
HORMAD2-AS1,ENSG00000227117
HOTAIR,ENSG00000228630
HOTAIRM1,ENSG00000233429
HOTTIP,ENSG00000243766
HOXA-AS2,ENSG00000253552
HOXA-AS3,ENSG00000254369
HOXA1,ENSG00000105991
HOXA2,ENSG00000105996
HOXA3,ENSG00000105997
HOXA4,ENSG00000197576
HOXA5,ENSG00000106004
HOXA6,ENSG00000106006
HOXA7,ENSG00000122592
HOXA9,ENSG00000078399
HOXA10,ENSG00000253293
HOXA10-AS,ENSG00000253187
HOXA11,ENSG00000005073
HOXA11-AS,ENSG00000240990
HOXA13,ENSG00000106031
HOXB-AS1,ENSG00000230148
HOXB-AS2,ENSG00000239552
HOXB-AS3,ENSG00000233101
HOXB-AS4,ENSG00000242207
HOXB1,ENSG00000120094
HOXB2,ENSG00000173917
HOXB3,ENSG00000120093
HOXB4,ENSG00000182742
HOXB5,ENSG00000120075
HOXB6,ENSG00000108511
HOXB7,ENSG00000260027
HOXB8,ENSG00000120068
HOXB9,ENSG00000170689
HOXB13,ENSG00000159184
HOXC-AS1,ENSG00000250451
HOXC-AS2,ENSG00000250133
HOXC-AS3,ENSG00000251151
HOXC4,ENSG00000198353
HOXC5,ENSG00000172789
HOXC6,ENSG00000197757
HOXC8,ENSG00000037965
HOXC9,ENSG00000180806
HOXC10,ENSG00000180818
HOXC11,ENSG00000123388
HOXC12,ENSG00000123407
HOXC13,ENSG00000123364
HOXC13-AS,ENSG00000249641
HOXD-AS2,ENSG00000237380
HOXD1,ENSG00000128645
HOXD3,ENSG00000128652
HOXD4,ENSG00000170166
HOXD8,ENSG00000175879
HOXD9,ENSG00000128709
HOXD10,ENSG00000128710
HOXD11,ENSG00000128713
HOXD12,ENSG00000170178
HOXD13,ENSG00000128714
HP,ENSG00000257017
HP1BP3,ENSG00000127483
HPCA,ENSG00000121905
HPCAL1,ENSG00000115756
HPCAL4,ENSG00000116983
HPD,ENSG00000158104
HPDL,ENSG00000186603
HPF1,ENSG00000056050
HPGD,ENSG00000164120
HPGDS,ENSG00000163106
HPN,ENSG00000105707
HPN-AS1,ENSG00000227392
HPR,ENSG00000261701
HPRT1,ENSG00000165704
HPS1,ENSG00000107521
HPS1-AS1,ENSG00000287261
HPS3,ENSG00000163755
HPS4,ENSG00000100099
HPS6,ENSG00000166189
HPSE,ENSG00000173083
HPSE2,ENSG00000172987
HPX,ENSG00000110169
HPYR1,ENSG00000253521
HR,ENSG00000168453
HRC,ENSG00000130528
HRCT1,ENSG00000196196
HRG,ENSG00000113905
HRG-AS1,ENSG00000197099
HRH1,ENSG00000196639
HRH2,ENSG00000113749
HRH3,ENSG00000101180
HRH4,ENSG00000134489
HRK,ENSG00000135116
HRNR,ENSG00000197915
HROB,ENSG00000125319
HS1BP3,ENSG00000118960
HS1BP3-IT1,ENSG00000231948
HS2ST1,ENSG00000153936
HS3ST1,ENSG00000002587
HS3ST2,ENSG00000122254
HS3ST3A1,ENSG00000153976
HS3ST3B1,ENSG00000125430
HS3ST4,ENSG00000182601
HS3ST5,ENSG00000249853
HS6ST1,ENSG00000136720
HS6ST2,ENSG00000171004
HS6ST2-AS1,ENSG00000235849
HS6ST3,ENSG00000185352
HSBP1,ENSG00000230989
HSBP1L1,ENSG00000226742
HSCB,ENSG00000100209
HSD3B1,ENSG00000203857
HSD3B2,ENSG00000203859
HSD3B7,ENSG00000099377
HSD11B1,ENSG00000117594
HSD11B1-AS1,ENSG00000227591
HSD11B1L,ENSG00000167733
HSD11B2,ENSG00000176387
HSD17B1,ENSG00000108786
HSD17B1-AS1,ENSG00000266962
HSD17B2,ENSG00000086696
HSD17B2-AS1,ENSG00000261235
HSD17B3,ENSG00000130948
HSD17B3-AS1,ENSG00000232283
HSD17B4,ENSG00000133835
HSD17B6,ENSG00000025423
HSD17B7,ENSG00000132196
HSD17B10,ENSG00000072506
HSD17B11,ENSG00000198189
HSD17B12,ENSG00000149084
HSD17B13,ENSG00000170509
HSD17B14,ENSG00000087076
HSDL1,ENSG00000103160
HSDL2,ENSG00000119471
HSDL2-AS1,ENSG00000230185
HSF2,ENSG00000025156
HSF2BP,ENSG00000160207
HSF4,ENSG00000102878
HSF5,ENSG00000176160
HSFX1,ENSG00000171116
HSFX2,ENSG00000268738
HSFX3,ENSG00000283697
HSFX4,ENSG00000283463
HSFY1,ENSG00000172468
HSFY2,ENSG00000169953
HSH2D,ENSG00000196684
HSP90AA1,ENSG00000080824
HSP90AB1,ENSG00000096384
HSP90B1,ENSG00000166598
HSPA2,ENSG00000126803
HSPA2-AS1,ENSG00000259116
HSPA4,ENSG00000170606
HSPA4L,ENSG00000164070
HSPA5,ENSG00000044574
HSPA5-DT,ENSG00000239705
HSPA6,ENSG00000173110
HSPA8,ENSG00000109971
HSPA9,ENSG00000113013
HSPA12A,ENSG00000165868
HSPA12B,ENSG00000132622
HSPA13,ENSG00000155304
HSPA14,ENSG00000187522
HSPB1,ENSG00000106211
HSPB2,ENSG00000170276
HSPB2-C11orf52,ENSG00000254445
HSPB3,ENSG00000169271
HSPB6,ENSG00000004776
HSPB7,ENSG00000173641
HSPB8,ENSG00000152137
